cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8711501,8711-5/01,Clínicas e residências geriátricas,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8711502,8711-5/02,Instituições de longa permanência para idosos,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8711504,8711-5/04,Centros de apoio a pacientes com câncer e com AIDS,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8711505,8711-5/05,Condomínios residenciais para idosos,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8720499,8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química
 e grupos similares não especificadas anteriormente",04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8730101,8730-1/01,Orfanatos,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8730102,8730-1/02,Albergues assistenciais,04.17,"4.17 - Casas de repouso e de recuperação, creches, asilos e congêneres."
8630507,8630-5/07,Atividades de reprodução humana assistida,04.18,"4.18 - Inseminação artificial, fertilização in vitro e congêneres."
8630599,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,04.18,"4.18 - Inseminação artificial, fertilização in vitro e congêneres."
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.18,"4.18 - Inseminação artificial, fertilização in vitro e congêneres."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.18,"4.18 - Inseminação artificial, fertilização in vitro e congêneres."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.18,"4.18 - Inseminação artificial, fertilização in vitro e congêneres."
8630599,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8640212,8640-2/12,Serviços de hemoterapia,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8640214,8640-2/14,Serviços de bancos de células e tecidos humanos,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8690902,8690-9/02,Atividades de bancos de leite humano,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.19,"4.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres."
8630599,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8640214,8640-2/14,Serviços de bancos de células e tecidos humanos,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8690902,8690-9/02,Atividades de bancos de leite humano,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.20,"4.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
8621601,8621-6/01,UTI móvel,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8621602,8621-6/02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8622400,8622-4/00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8630599,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8712300,8712-3/00,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
8720499,8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química
 e grupos similares não especificadas anteriormente",04.21,"4.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
6550200,6550-2/00,Planos de saúde,04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
8630599,8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
8640299,8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
8650099,8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
8690999,8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
8720499,8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química
 e grupos similares não especificadas anteriormente",04.22,"4.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres."
6520100,6520-1/00,Sociedade seguradora de Seguros-saúde,04.23,"4.23 - Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo
 operador do plano mediante indicação do beneficiário."
6550200,6550-2/00,Planos de saúde,04.23,"4.23 - Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo
 operador do plano mediante indicação do beneficiário."
7500100,7500-1/00,Atividades veterinárias,05.01,5.01 - Medicina veterinária e zootecnia
7500100,7500-1/00,Atividades veterinárias,05.02,"5.02 - Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária."
7500100,7500-1/00,Atividades veterinárias,05.03,5.03 - Laboratórios de análise na área veterinária.
0162801,0162-8/01,Serviço de inseminação artificial em animais,05.04,"5.04 - Inseminação artificial, fertilização in vitro e congêneres."
0162899,0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente,05.04,"5.04 - Inseminação artificial, fertilização in vitro e congêneres."
7500100,7500-1/00,Atividades veterinárias,05.04,"5.04 - Inseminação artificial, fertilização in vitro e congêneres."
7500100,7500-1/00,Atividades veterinárias,05.05,5.05 - Bancos de sangue e de órgãos e congêneres.
0162802,0162-8/02,Serviço de tosquiamento de ovinos,05.06,"5.06 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
7500100,7500-1/00,Atividades veterinárias,05.06,"5.06 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie."
7500100,7500-1/00,Atividades veterinárias,05.07,"5.07 - Unidade de atendimento, assistência ou tratamento móvel e congêneres."
0162803,0162-8/03,Serviço de manejo de animais,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
0162899,0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
0170900,0170-9/00,Caça e serviços relacionados,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
8011102,8011-1/02,Serviços de adestramento de cães de guarda,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
9609207,9609-2/07,Alojamento de animais domésticos,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
9609208,9609-2/08,Higiene e embelezamento de animais domésticos,05.08,"5.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres."
7500100,7500-1/00,Atividades veterinárias,05.09,5.09 - Planos de atendimento e assistência médico-veterinária.
8690904,8690-9/04,Atividades de podologia,06.01,"6.01 - Barbearia, cabeleireiros, manicuros, pedicuros e congêneres."
9602501,9602-5/01,"Cabeleireiros, manicure e pedicure",06.01,"6.01 - Barbearia, cabeleireiros, manicuros, pedicuros e congêneres."
9609299,9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,06.01,"6.01 - Barbearia, cabeleireiros, manicuros, pedicuros e congêneres."
9602502,9602-5/02,Atividades de estética e outros serviços de cuidados com a beleza,06.02,"6.02 - Esteticistas, tratamento de pele, depilação e congêneres."
9609299,9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,06.02,"6.02 - Esteticistas, tratamento de pele, depilação e congêneres."
9602502,9602-5/02,Atividades de estética e outros serviços de cuidados com a beleza,06.03,"6.03 - Banhos, duchas, sauna e congêneres."
9609205,9609-2/05,Atividades de sauna e banhos,06.03,"6.03 - Banhos, duchas, sauna e congêneres."
9609299,9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,06.03,"6.03 - Banhos, duchas, sauna e congêneres."
8591100,8591-1/00,Ensino de esportes,06.04,"6.04 - Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas"
